NumDevices,MobilitySpeed,TrafficInterval,Sigma,RunNumber,TotalPackets,SuccessfulPackets,PDR_Percent,AvgEnergy_mJ,alg,scenario
1000,60.0,145,7.92,17,110000,62877,57.16,0.325436,No-ADR,density
1000,33.3,145,7.92,17,110000,63520,57.75,0.325436,No-ADR,density
300,0.0,3600,7.92,17,33000,30008,90.93,0.144536,ADR-Lite,density
1000,60.0,72,0.00,17,110000,51740,47.04,0.850356,ADR-AVG,density
1000,33.3,72,0.00,17,110000,51993,47.27,0.834696,ADR-AVG,density
300,0.0,3600,7.92,17,33000,29725,90.08,0.134501,ADR-MAX,density
1000,60.0,72,0.00,17,110000,76489,69.54,0.846243,ADR-Lite,density
300,0.0,3600,7.92,17,33000,31994,96.95,0.325436,No-ADR,density
1000,33.3,72,0.00,17,110000,76591,69.63,0.814839,ADR-Lite,density
1000,60.0,72,0.00,17,110000,51557,46.87,1.013838,ADR-MAX,density
300,0.0,72,0.00,17,33000,26888,81.48,0.191280,ADR-AVG,density
1000,33.3,72,0.00,17,110000,51963,47.24,1.002080,ADR-MAX,density
1000,60.0,72,0.00,17,110000,47145,42.86,0.325436,No-ADR,density
300,0.0,72,0.00,17,33000,29863,90.49,0.154809,ADR-Lite,density
1000,33.3,72,0.00,17,110000,46983,42.71,0.325436,No-ADR,density
1000,60.0,72,3.96,17,110000,52224,47.48,0.831456,ADR-AVG,density
300,0.0,72,0.00,17,33000,27173,82.34,0.145288,ADR-MAX,density
1000,33.3,72,3.96,17,110000,52834,48.03,0.849994,ADR-AVG,density
1000,60.0,72,3.96,17,110000,76002,69.09,0.892890,ADR-Lite,density
300,0.0,72,0.00,17,33000,25190,76.33,0.325436,No-ADR,density
1000,33.3,72,3.96,17,110000,76294,69.36,0.816022,ADR-Lite,density
1000,33.3,72,3.96,17,110000,52752,47.96,1.001382,ADR-MAX,density
1000,60.0,72,3.96,17,110000,52138,47.40,1.012721,ADR-MAX,density
300,0.0,72,3.96,17,33000,26959,81.69,0.184854,ADR-AVG,density
1000,33.3,72,3.96,17,110000,48303,43.91,0.325436,No-ADR,density
1000,60.0,72,3.96,17,110000,47942,43.58,0.325436,No-ADR,density
300,0.0,72,3.96,17,33000,29263,88.68,0.156060,ADR-Lite,density
1000,33.3,72,7.92,17,110000,53250,48.41,0.822933,ADR-AVG,density
1000,60.0,72,7.92,17,110000,52541,47.76,0.844800,ADR-AVG,density
300,0.0,72,3.96,17,33000,27115,82.17,0.144258,ADR-MAX,density
1000,33.3,72,7.92,17,110000,74797,68.00,0.906708,ADR-Lite,density
1000,60.0,72,7.92,17,110000,74493,67.72,1.023126,ADR-Lite,density
300,0.0,72,3.96,17,33000,25622,77.64,0.325436,No-ADR,density
1000,33.3,72,7.92,17,110000,53429,48.57,0.993353,ADR-MAX,density
1000,60.0,72,7.92,17,110000,52653,47.87,1.026505,ADR-MAX,density
300,0.0,72,7.92,17,33000,25944,78.62,0.184064,ADR-AVG,density
1000,33.3,72,7.92,17,110000,50209,45.64,0.325436,No-ADR,density
1000,60.0,72,7.92,17,110000,49984,45.44,0.325436,No-ADR,density
300,0.0,72,7.92,17,33000,27779,84.18,0.162095,ADR-Lite,density
1000,60.0,145,7.92,17,110000,62877,57.16,0.325436,No-ADR,density
100,0.0,145,0.00,17,11000,10869,98.81,0.156817,ADR-AVG,density
300,0.0,72,7.92,17,33000,26026,78.87,0.145674,ADR-MAX,density
100,0.0,145,0.00,17,11000,10922,99.29,0.134830,ADR-Lite,density
1000,60.0,72,0.00,17,110000,51740,47.04,0.850356,ADR-AVG,density
300,0.0,72,7.92,17,33000,26440,80.12,0.325436,No-ADR,density
100,0.0,145,0.00,17,11000,10871,98.83,0.131111,ADR-MAX,density
1000,60.0,72,0.00,17,110000,76489,69.54,0.846243,ADR-Lite,density
300,33.3,145,0.00,17,33000,20202,61.22,0.894355,ADR-AVG,density
100,0.0,145,0.00,17,11000,10010,91.00,0.325436,No-ADR,density
1000,60.0,72,0.00,17,110000,51557,46.87,1.013838,ADR-MAX,density
300,33.3,145,0.00,17,33000,25116,76.11,0.417054,ADR-Lite,density
100,0.0,145,3.96,17,11000,10648,96.80,0.157752,ADR-AVG,density
1000,60.0,72,0.00,17,110000,47145,42.86,0.325436,No-ADR,density
100,0.0,145,3.96,17,11000,10712,97.38,0.136925,ADR-Lite,density
300,33.3,145,0.00,17,33000,20216,61.26,0.864366,ADR-MAX,density
1000,60.0,72,3.96,17,110000,52224,47.48,0.831456,ADR-AVG,density
300,33.3,145,0.00,17,33000,22812,69.13,0.325436,No-ADR,density
100,0.0,145,3.96,17,11000,10647,96.79,0.131847,ADR-MAX,density
1000,60.0,72,3.96,17,110000,76002,69.09,0.892890,ADR-Lite,density
300,33.3,145,3.96,17,33000,20109,60.94,0.933943,ADR-AVG,density
100,0.0,145,3.96,17,11000,10186,92.60,0.325436,No-ADR,density
1000,60.0,72,3.96,17,110000,52138,47.40,1.012721,ADR-MAX,density
100,0.0,145,7.92,17,11000,9764,88.76,0.164410,ADR-AVG,density
300,33.3,145,3.96,17,33000,24807,75.17,0.440926,ADR-Lite,density
1000,60.0,72,3.96,17,110000,47942,43.58,0.325436,No-ADR,density
100,0.0,145,7.92,17,11000,9881,89.83,0.147124,ADR-Lite,density
300,33.3,145,3.96,17,33000,20088,60.87,0.876493,ADR-MAX,density
100,0.0,145,7.92,17,11000,9765,88.77,0.135984,ADR-MAX,density
1000,60.0,72,7.92,17,110000,52541,47.76,0.844800,ADR-AVG,density
300,33.3,145,3.96,17,33000,22822,69.16,0.325436,No-ADR,density
100,0.0,145,7.92,17,11000,10120,92.00,0.325436,No-ADR,density
1000,60.0,72,7.92,17,110000,74493,67.72,1.023126,ADR-Lite,density
300,33.3,145,7.92,17,33000,19780,59.94,0.951993,ADR-AVG,density
1000,60.0,72,7.92,17,110000,52653,47.87,1.026505,ADR-MAX,density
300,33.3,145,7.92,17,33000,24073,72.95,0.499111,ADR-Lite,density
100,0.0,3600,0.00,17,11000,10999,99.99,0.154694,ADR-AVG,density
1000,60.0,72,7.92,17,110000,49984,45.44,0.325436,No-ADR,density
300,33.3,145,7.92,17,33000,19780,59.94,0.893893,ADR-MAX,density
100,0.0,3600,0.00,17,11000,10999,99.99,0.132907,ADR-Lite,density
100,0.0,145,0.00,17,11000,10869,98.81,0.156817,ADR-AVG,density
300,33.3,145,7.92,17,33000,22474,68.10,0.325436,No-ADR,density
100,0.0,3600,0.00,17,11000,10999,99.99,0.129932,ADR-MAX,density
100,0.0,145,0.00,17,11000,10922,99.29,0.134830,ADR-Lite,density
300,33.3,72,0.00,17,33000,19781,59.94,0.832700,ADR-AVG,density
100,0.0,3600,0.00,17,11000,11000,100.00,0.325436,No-ADR,density
100,0.0,145,0.00,17,11000,10871,98.83,0.131111,ADR-MAX,density
300,33.3,72,0.00,17,33000,24956,75.62,0.421196,ADR-Lite,density
100,0.0,3600,3.96,17,11000,10758,97.80,0.156151,ADR-AVG,density
100,0.0,145,0.00,17,11000,10010,91.00,0.325436,No-ADR,density
300,33.3,72,0.00,17,33000,19807,60.02,0.835124,ADR-MAX,density
100,0.0,3600,3.96,17,11000,10777,97.97,0.135275,ADR-Lite,density
100,0.0,145,3.96,17,11000,10648,96.80,0.157752,ADR-AVG,density
100,0.0,3600,3.96,17,11000,10758,97.80,0.130834,ADR-MAX,density
300,33.3,72,0.00,17,33000,20885,63.29,0.325436,No-ADR,density
100,0.0,145,3.96,17,11000,10712,97.38,0.136925,ADR-Lite,density
100,0.0,3600,3.96,17,11000,10994,99.95,0.325436,No-ADR,density
300,33.3,72,3.96,17,33000,19829,60.09,0.813590,ADR-AVG,density
100,0.0,145,3.96,17,11000,10647,96.79,0.131847,ADR-MAX,density
100,0.0,3600,7.92,17,11000,9841,89.46,0.162789,ADR-AVG,density
300,33.3,72,3.96,17,33000,24691,74.82,0.437028,ADR-Lite,density
100,0.0,145,3.96,17,11000,10186,92.60,0.325436,No-ADR,density
100,0.0,3600,7.92,17,11000,9927,90.25,0.145741,ADR-Lite,density
300,33.3,72,3.96,17,33000,19851,60.15,0.845994,ADR-MAX,density
100,0.0,145,7.92,17,11000,9764,88.76,0.164410,ADR-AVG,density
100,0.0,3600,7.92,17,11000,9837,89.43,0.135103,ADR-MAX,density
300,33.3,72,3.96,17,33000,21048,63.78,0.325436,No-ADR,density
100,0.0,145,7.92,17,11000,9881,89.83,0.147124,ADR-Lite,density
100,0.0,3600,7.92,17,11000,10690,97.18,0.325436,No-ADR,density
300,33.3,72,7.92,17,33000,19497,59.08,0.839814,ADR-AVG,density
100,0.0,72,0.00,17,11000,10638,96.71,0.160146,ADR-AVG,density
100,0.0,145,7.92,17,11000,9765,88.77,0.135984,ADR-MAX,density
300,33.3,72,7.92,17,33000,23958,72.60,0.486024,ADR-Lite,density
100,0.0,72,0.00,17,11000,10801,98.19,0.137093,ADR-Lite,density
100,0.0,145,7.92,17,11000,10120,92.00,0.325436,No-ADR,density
300,33.3,72,7.92,17,33000,19557,59.26,0.880956,ADR-MAX,density
100,0.0,72,0.00,17,11000,10647,96.79,0.132586,ADR-MAX,density
100,0.0,3600,0.00,17,11000,10999,99.99,0.154694,ADR-AVG,density
300,33.3,72,7.92,17,33000,21106,63.96,0.325436,No-ADR,density
100,0.0,72,0.00,17,11000,9240,84.00,0.325436,No-ADR,density
100,0.0,3600,0.00,17,11000,10999,99.99,0.132907,ADR-Lite,density
300,60.0,145,0.00,17,33000,19821,60.06,0.943680,ADR-AVG,density
100,0.0,72,3.96,17,11000,10362,94.20,0.161265,ADR-AVG,density
100,0.0,3600,0.00,17,11000,10999,99.99,0.129932,ADR-MAX,density
300,60.0,145,0.00,17,33000,25008,75.78,0.444403,ADR-Lite,density
100,0.0,72,3.96,17,11000,10544,95.85,0.140103,ADR-Lite,density
100,0.0,3600,0.00,17,11000,11000,100.00,0.325436,No-ADR,density
300,60.0,145,0.00,17,33000,19816,60.05,0.909016,ADR-MAX,density
100,0.0,72,3.96,17,11000,10366,94.24,0.133812,ADR-MAX,density
100,0.0,3600,3.96,17,11000,10758,97.80,0.156151,ADR-AVG,density
300,60.0,145,0.00,17,33000,22500,68.18,0.325436,No-ADR,density
100,0.0,72,3.96,17,11000,9514,86.49,0.325436,No-ADR,density
300,60.0,145,3.96,17,33000,19707,59.72,0.935704,ADR-AVG,density
100,0.0,3600,3.96,17,11000,10777,97.97,0.135275,ADR-Lite,density
100,0.0,72,7.92,17,11000,9533,86.66,0.167340,ADR-AVG,density
100,0.0,3600,3.96,17,11000,10758,97.80,0.130834,ADR-MAX,density
300,60.0,145,3.96,17,33000,24656,74.72,0.474412,ADR-Lite,density
100,0.0,72,7.92,17,11000,9741,88.55,0.149880,ADR-Lite,density
100,0.0,3600,3.96,17,11000,10994,99.95,0.325436,No-ADR,density
300,60.0,145,3.96,17,33000,19712,59.73,0.931431,ADR-MAX,density
100,0.0,72,7.92,17,11000,9539,86.72,0.137649,ADR-MAX,density
100,0.0,3600,7.92,17,11000,9841,89.46,0.162789,ADR-AVG,density
300,60.0,145,3.96,17,33000,22568,68.39,0.325436,No-ADR,density
100,0.0,72,7.92,17,11000,9600,87.27,0.325436,No-ADR,density
100,0.0,3600,7.92,17,11000,9927,90.25,0.145741,ADR-Lite,density
300,60.0,145,7.92,17,33000,19426,58.87,0.945381,ADR-AVG,density
100,33.3,145,0.00,17,11000,6577,59.79,0.922219,ADR-AVG,density
100,0.0,3600,7.92,17,11000,9837,89.43,0.135103,ADR-MAX,density
300,60.0,145,7.92,17,33000,23960,72.61,0.537930,ADR-Lite,density
100,33.3,145,0.00,17,11000,8260,75.09,0.416219,ADR-Lite,density
100,0.0,3600,7.92,17,11000,10690,97.18,0.325436,No-ADR,density
300,60.0,145,7.92,17,33000,19458,58.96,0.921307,ADR-MAX,density
100,33.3,145,0.00,17,11000,6566,59.69,0.944334,ADR-MAX,density
100,0.0,72,0.00,17,11000,10638,96.71,0.160146,ADR-AVG,density
300,60.0,145,7.92,17,33000,22260,67.45,0.325436,No-ADR,density
100,33.3,145,0.00,17,11000,7905,71.86,0.325436,No-ADR,density
100,0.0,72,0.00,17,11000,10801,98.19,0.137093,ADR-Lite,density
300,60.0,72,0.00,17,33000,19303,58.49,0.829990,ADR-AVG,density
100,33.3,145,3.96,17,11000,6637,60.34,0.896583,ADR-AVG,density
100,0.0,72,0.00,17,11000,10647,96.79,0.132586,ADR-MAX,density
100,33.3,145,3.96,17,11000,8191,74.46,0.428248,ADR-Lite,density
100,0.0,72,0.00,17,11000,9240,84.00,0.325436,No-ADR,density
300,60.0,72,0.00,17,33000,24736,74.96,0.452614,ADR-Lite,density
100,33.3,145,3.96,17,11000,6627,60.25,0.921273,ADR-MAX,density
100,0.0,72,3.96,17,11000,10362,94.20,0.161265,ADR-AVG,density
300,60.0,72,0.00,17,33000,19347,58.63,0.879552,ADR-MAX,density
100,33.3,145,3.96,17,11000,7914,71.95,0.325436,No-ADR,density
100,0.0,72,3.96,17,11000,10544,95.85,0.140103,ADR-Lite,density
300,60.0,72,0.00,17,33000,20757,62.90,0.325436,No-ADR,density
100,33.3,145,7.92,17,11000,6554,59.58,0.927072,ADR-AVG,density
100,0.0,72,3.96,17,11000,10366,94.24,0.133812,ADR-MAX,density
300,60.0,72,3.96,17,33000,19367,58.69,0.860807,ADR-AVG,density
100,33.3,145,7.92,17,11000,7959,72.35,0.478058,ADR-Lite,density
100,0.0,72,3.96,17,11000,9514,86.49,0.325436,No-ADR,density
300,60.0,72,3.96,17,33000,24534,74.35,0.469120,ADR-Lite,density
100,33.3,145,7.92,17,11000,6554,59.58,0.953221,ADR-MAX,density
100,0.0,72,7.92,17,11000,9533,86.66,0.167340,ADR-AVG,density
300,60.0,72,3.96,17,33000,19398,58.78,0.877517,ADR-MAX,density
100,33.3,145,7.92,17,11000,7756,70.51,0.325436,No-ADR,density
100,0.0,72,7.92,17,11000,9741,88.55,0.149880,ADR-Lite,density
100,33.3,3600,0.00,17,11000,5368,48.80,1.117269,ADR-AVG,density
300,60.0,72,3.96,17,33000,20873,63.25,0.325436,No-ADR,density
100,0.0,72,7.92,17,11000,9539,86.72,0.137649,ADR-MAX,density
100,33.3,3600,0.00,17,11000,7815,71.05,1.294791,ADR-Lite,density
100,0.0,72,7.92,17,11000,9600,87.27,0.325436,No-ADR,density
300,60.0,72,7.92,17,33000,19087,57.84,0.846090,ADR-AVG,density
100,33.3,3600,0.00,17,11000,5325,48.41,1.185089,ADR-MAX,density
100,33.3,145,0.00,17,11000,6577,59.79,0.922219,ADR-AVG,density
300,60.0,72,7.92,17,33000,23857,72.29,0.528760,ADR-Lite,density
100,33.3,145,0.00,17,11000,8260,75.09,0.416219,ADR-Lite,density
100,33.3,3600,0.00,17,11000,6879,62.54,0.325436,No-ADR,density
300,60.0,72,7.92,17,33000,19156,58.05,0.927672,ADR-MAX,density
300,60.0,72,7.92,17,33000,20839,63.15,0.325436,No-ADR,density
100,33.3,145,0.00,17,11000,6566,59.69,0.944334,ADR-MAX,density
100,33.3,3600,3.96,17,11000,5406,49.15,1.114591,ADR-AVG,density
400,0.0,145,0.00,17,44000,39051,88.75,0.174211,ADR-AVG,density
100,33.3,3600,3.96,17,11000,7726,70.24,1.331982,ADR-Lite,density
100,33.3,145,0.00,17,11000,7905,71.86,0.325436,No-ADR,density
400,0.0,145,0.00,17,44000,41440,94.18,0.145569,ADR-Lite,density
100,33.3,3600,3.96,17,11000,5358,48.71,1.202019,ADR-MAX,density
100,33.3,145,3.96,17,11000,6637,60.34,0.896583,ADR-AVG,density
100,33.3,145,3.96,17,11000,8191,74.46,0.428248,ADR-Lite,density
400,0.0,145,0.00,17,44000,39309,89.34,0.138161,ADR-MAX,density
100,33.3,3600,3.96,17,11000,6821,62.01,0.325436,No-ADR,density
400,0.0,145,0.00,17,44000,37730,85.75,0.325436,No-ADR,density
100,33.3,145,3.96,17,11000,6627,60.25,0.921273,ADR-MAX,density
100,33.3,3600,7.92,17,11000,5434,49.40,1.241518,ADR-AVG,density
100,33.3,145,3.96,17,11000,7914,71.95,0.325436,No-ADR,density
